wpu0221044725,"Other smoked pork, not canned or made into sausage, made from purchased carcasses",,,
wpu0221044726,"Boiled ham, barbecue pork, and other cooked pork, excluding canned meats and sausage, mfpc",,,
wpu022105,"Other meats, fresh, frozen, or canned",,,
wpu02210503,"Fresh/processed sausage, deli & cooked meats, etc.",,,
wpu022105031,"Fresh and processed sausage, deli, and cooked meats, made in slaughtering plants",,,
wpu022105032,"Fresh and processed sausage, deli, and cooked meats, mfpc",,,
wpu0221050321,"Fresh sausage (pork sausage, breakfast links, etc.), excluding canned, mfpc",,,
wpu0221050322,"Dry or semidry sausage (salami, cervelat, pepperoni, summer sausage, pork roll, etc), mfpc",,,
wpu0221050323,"Frankfurters, including wieners, excluding canned, made from purchased carcasses",,,
wpu0221050324,"Other sausage (smoked or cooked) & jellied goods & similar preparations, excluding canned, mfpc",,,
wpu02210504,"Boxed meat (beef, pork, lamb, etc.), made from purchased carcasses",,,
wpu02210579,"Canned meats, excluding dog, cat, and baby food",,,
wpu022105792,"Canned meats, excluding dog, cat, and baby food, mfpc",,,
wpu02210586,"Frozen ground meat patties and other processed, frozen, or cooked meats, mfpc",,,
wpu0222,Processed poultry,,,
wpu022203,"Young chickens, including bulk, chilled, frozen, whole, and in parts",,,
wpu02220333,"Young chickens, including bulk, chilled, frozen, whole, and in parts",,,
wpu022206,"Turkeys, including frozen, whole, and in parts",,,
wpu02220611,"Turkeys, including frozen, whole, and in parts",,,
wpu022208,"Canned, cooked, smoked or prepared poultry",,,
wpu02220811,"Canned, cooked, smoked or prepared poultry",,,
wpu022209,Chicken hens and other poultry/small game,,,
wpu02220911,"Other poultry/small game (duck, goose, rabbit, etc.)",,,
wpu0223,Unprocessed and prepared seafood,,,
wpu022301,Unprocessed finfish,,,
wpu02230101,Haddock,,,
wpu02230102,Halibut,,,
wpu02230103,Salmon,,,
wpu02230131,Flounder,,,
wpu02230132,Cod,,,
wpu02230133,Pollock,,,
wpu02230135,Rockfish,,,
wpu02230136,Tuna,,,
wpu02230199,Other finfish,,,
wpu022304,"Canned seafood (including soups, stews, and chowders)",,,
wpu02230429,"Canned seafood (including soups, stews, and chowders)",,,
wpu022305,Unprocessed shellfish,,,
wpu02230501,Shrimp,,,
wpu02230502,Crabs,,,
wpu02230503,Lobsters,,,
wpu02230504,Clams,,,
wpu02230505,Oysters,,,
wpu02230506,Sea scallops,,,
wpu02230507,Mussels,,,
wpu022306,Prepared fresh and frozen seafood,,,
wpu02230601,"Prepared fresh fish/seafood, inc. surimi/surimibased products",,,
wpu02230602,Prepared frozen fish,,,
wpu02230603,Prepared frozen shellfish,,,
wpu02230604,Other prepared fresh and frozen seafood,,,
wpu023,Dairy products,,,
wpu0231,Fluid milk products,,,
wpu023103,Packaged fluid milk and related products,,,
wpu02310301,Fluid whole milk,,,
wpu02310302,Reduced fat and lowfat milk (1/22),,,
wpu02310303,Fat free or skim milk,,,
wpu02310304,"Other fluid milk related products, packaged, incl. cartons, bottles, cans, and dispenser cans",,,
wpu023104,Cottage cheese,,,
wpu02310401,Cottage cheese,,,
wpu023105,Other milk products,,,
wpu02310501,Other milk products,,,
wpu023105011,"Yogurt, excluding frozen",,,
wpu023105012,Other packaged milk products,,,
wpu023106,Bulk fluid milk and cream,,,
wpu02310601,Bulk fluid milk and cream,,,
wpu0232,Butter,,,
wpu023201,Butter,,,
wpu02320114,Butter,,,
wpu0233,"Natural, processed, and imitation cheese",,,
wpu023302,"Natural cheese, except cottage cheese",,,
wpu02330212,"Natural cheese, except cottage cheese",,,
wpu023302121,"Natural cheese, except lowfat, shipped in consumer packages or containers (3 lbs or less)",,,
wpu023302122,"Natural cheese, except  lowfat, shipped in packages or containers (more than 3 lbs) or bulk",,,
wpu023302123,"Lowfat natural cheese, except cottage cheese, shipped in consumer packages (3 lbs. or less)",,,
wpu023302124,"Lowfat natural cheese, except cottage cheese, shipped in packages (more than 3 lbs.) or in bulk",,,
wpu023303,Processed cheese and related products,,,
wpu02330312,Process cheese and related products,,,
wpu023303121,"Process cheese, shipped in consumer packages or containers (3 lbs. or less)",,,
wpu023303122,All other process cheese and related products,,,
wpu0233031221,Process cheese shipped in packages or containers (more than 3 lbs.) or in bulk,,,
wpu0233031225,"Cheese food, spread, and other related products",,,
wpu023304,Cheese substitutes and imitations,,,
wpu02330401,Cheese substitutes and imitations,,,
wpu023307,Raw liquid whey,,,
wpu02330701,Raw liquid whey,,,
wpu0234,Ice cream and frozen desserts,,,
wpu023402,Ice cream and frozen desserts,,,
wpu02340201,Ice cream and frozen desserts,,,
wpu023402011,"Ice cream, excl. lowfat and nonfat (incl. custards), shipped in bulk (containers 3 gal or more)",,,
wpu023402012,"Ice cream, incl. custards (excl. lowfat and nonfat) shipped in sizes less than 3 gallons",,,
wpu023402013,"Ice cream, including custards (excluding lowfat and nonfat), novelty forms",,,
wpu023402014,"Ice cream, including custards, lowfat and nonfat",,,
wpu023402016,"Frozen desserts containing fats other than butterfat (incl. soy, rice, almond, oats, etc.)",,,
wpu023402019,"Other frozen desserts (yogurt, sherbet, water ices, mellorine, frozen pudding, gelato, etc.)",,,
wpu0235,"Dry, condensed, and evaporated milk products",,,
wpu023502,"Dry milk products, including feed grade",,,
wpu02350201,"Dry milk products, including feed grade",,,
wpu023503,Liquid milk products,,,
wpu02350301,Consumertype canned milk products,,,
wpu02350303,"Bulk liquid milk products, including feed grade",,,
wpu023505,Ice cream mixes and related products,,,
wpu02350502,Ice cream mixes and related products,,,
wpu024,Processed fruits and vegetables,,,
wpu0241,Canned fruits and juices,,,
wpu024101,"Canned fruits, excluding baby foods",,,
wpu02410105,"Canned fruits, excluding baby foods",,,
wpu024102,"Canned and fresh fruit juices, nectars, and concentrates",,,
wpu02410239,"Canned and fresh fruit juices, nectars, and concentrates",,,
wpu0242,"Frozen fruits, juices and ades",,,
wpu024202,Frozen fruits,,,
wpu02420209,Frozen fruits,,,
wpu024203,"Frozen juices, ades, drinks, and cocktails, including orange juice",,,
wpu0244,Canned vegetables and juices,,,
wpu024401,Canned vegetables and juices,,,
wpu02440102,Canned vegetables,,,
wpu02440127,Canned catsup and other tomato based sauces,,,
wpu02440139,Canned vegetable juices,,,
wpu0245,Frozen vegetables,,,
wpu024502,"Frozen potato products (Frenchfried, patties, puffs, etc.)",,,
wpu02450202,"Frozen potato products (Frenchfried, patties, puffs, etc.)",,,
wpu024505,"Frozen vegetables, other than potato products",,,
wpu02450509,"Frozen vegetables, other than potato products",,,
wpu0248,Dried and dehydrated food,,,
wpu024801,Dried and dehydrated food,,,
wpu02480101,Dried and dehydrated food,,,
wpu0248010101,Soup mixes (including dried/dehydrated/freezedried) and bouillon,,,
wpu0248010102,"Dried and dehydrated fruits and vegetables, including freezedried",,,
wpu0248010103,"Macaroni/noodle prod., purchased, pkgd. w/ other ingred., excluding canned/frozen",,,
wpu025,Sugar and confectionery,,,
wpu0252,Raw cane sugar and sugar cane mill products and byproducts,,,
wpu025201,Raw cane sugar and sugarcane mill products and byproducts,,,
wpu02520106,Raw cane sugar and sugarcane mill products and byproducts,,,
wpu0253,Refined sugar products and byproducts,,,
wpu025307,Refined sugar products and byproducts,,,
wpu02530701,Refined granulated cane sugar and byproducts,,,
wpu02530702,Beet sugar,,,
wpu0254,Confectionery materials,,,
wpu025401,Confectionery materials,,,
wpu02540107,"Corn sweeteners, made by wet milling",,,
wpu02540108,"Chocolate coatings, made from cacao beans",,,
wpu02540109,"Other chocolate and cocoa products, made from cacao beans",,,
wpu0255,Confectionery end products,,,
wpu025502,"Chewing gum, bubble gum, and chewing gum base",,,
wpu02550201,"Chewing gum, bubble gum, and chewing gum base",,,
wpu025503,Candy and nuts,,,
wpu02550301,Chocolate and chocolatetype confectionery products,,,
wpu025503011,"Chocolate/chocolatetype confectionery prods, cacao beans",,,
wpu025503014,"Chocolate/confectionery products, made from purchased chocolate, not retailed",,,
wpu02550302,Nonchocolatetype confectioneries,,,
wpu025503023,Nonchocolatetype confectioneries,,,
wpu02550304,"Nuts and seeds (salted, roasted, cooked or blanched)",,,
wpu025503041,"Nuts (salted, roasted, cooked, or blanched), sold in bulk",,,
wpu025503042,"Canned nuts (salted, roasted, cooked, or blanched)",,,
wpu025503043,"All other packaged nuts, including all types of seeds (salted, roasted, cooked, or blanched)",,,
wpu02550305,Other confectionerytype products,,,
wpu026,Beverages and beverage materials,,,
wpu0261,Alcoholic beverages,,,
wpu026101,Malt beverages,,,
wpu02610101,Bottled beer and ale,,,
wpu02610103,Canned beer and ale,,,
wpu02610105,Beer and ale in barrels and kegs,,,
wpu02610108,All other malt beverages and brewing products,,,
wpu026102,"Distilled and bottled liquor, excluding brandy",,,
wpu02610202,"Distilled liquor, excluding brandy",,,
wpu026102022,"Distilled whiskey, all other distilled liquor, excluding brandy",,,
wpu02610204,"Bottled liquor, excluding brandy",,,
wpu026102041,Bottled whiskey,,,
wpu026102042,"Bottled gin, vodka, rum, cordials, cocktails, and similar compounds",,,
wpu026102043,"All other bottled liquor, excluding brandy",,,
wpu026104,"Wines, brandy, and brandy spirits",,,
wpu02610441,"Wines, brandy, and brandy spirits",,,
wpu026104411,"Wines, white, red & rose grape, and other fruit, 14 percent or less alcohol",,,
wpu0261044111,"Wines, white grape, 14 percent or less alcohol content",,,
wpu0261044112,"Wines, red grape, 14 percent or less alcohol content",,,
wpu0261044113,"Wines, rose grape & other fruits & berries, 14 percent or less alcohol",,,
wpu026104412,"Wines, dessert, effervescent, and wine coolers",,,
wpu026104413,"Other wines, brandy, and brandy spirits",,,
wpu0262,Soft drinks,,,
wpu026206,"Soft drinks, noncarbonated and bottled water",,,
wpu02620608,"Bottled water, noncarb, processed or pasteurized",,,
wpu02620609,"Soft drinks, noncarbonated",,,
wpu026206093,"Soft drinks, noncarbonated, all other types",,,
wpu026206094,"Soft drinks, noncarbonated, fruit drinks, cocktails, ades",,,
wpu026210,"Soft drinks, bottle/can, carbonated, all types",,,
wpu02621001,"Soft drinks, bottle/can, carbonated, all types",,,
wpu0263,Packaged beverage materials,,,
wpu026301,"Coffee (whole bean, ground, & instant)",,,
wpu02630103,"Coffee, concentrated, including coffee substitutes",,,
wpu02630104,Roasted coffee,,,
wpu026303,"Tea in consumer packages, exc. canned ice tea",,,
wpu02630313,"Tea in consumer packages, exc. canned ice tea",,,
wpu0264,Other beverage materials,,,
wpu026401,Other beverage materials,,,
wpu02640101,Malt and malt byproducts,,,
wpu02640109,"Liquid beverage bases, excluding use by soft drink bottlers",,,
wpu02640112,"Liquid beverage bases, for sale by soft drink bottlers",,,
wpu027,Fats and oils,,,
wpu0271,"Animal fats and oils, made in slaughtering plants",,,
wpu027101,"Lard, made in slaughtering plants",,,
wpu02710117,"Lard, made in slaughtering plants",,,
wpu0278,"Shortening, cooking oil, and margarine",,,
wpu027801,"Shortening, cooking oil, and margarine",,,
wpu02780109,"Margarine, butter blends, and butter substitutes",,,
wpu02780115,Shortening and cooking oils,,,
wpu027A,Other oilseed processing,,,
wpu027A01,Other oilseed processing,,,
wpu027A0103,"Cottonseed oil, oncerefined",,,
wpu027A0104,Cotton linters,,,
wpu027A0105,"Cottonseed cake, meal, hulls, and other byproducts",,,
wpu027A01051,Cottonseed cake and meal,,,
wpu027A01052,Cottonseed hulls and other byproducts,,,
wpu027A0106,Other crude and refined vegetable oils and other vegetable mill products,,,
wpu027A01061,"Other crude vegetable oils, including linseed, peanut, sunflower, safflower, etc.",,,
wpu027A01063,"Other vegetable oil mill products, including all oil seed cake and meal",,,
wpu027B,"Corn oil, crude and refined",,,
wpu027B01,"Corn oil, made by wet milling",,,
wpu027B0101,"Corn oil, made by wet milling",,,
wpu028,Miscellaneous processed foods,,,
wpu0281,"Canned jams, jellies, and preserves",,,
wpu028101,"Canned jams, jellies, and preserves",,,
wpu02810102,"Canned jams, jellies, and preserves",,,
wpu0282,"Pickles and other pickled products, including horseradish",,,
wpu028201,Pickles and other pickled products,,,
wpu02820106,"Pickles and other pickled products, including horseradish",,,
wpu0283,"Processed eggs, liquid, dried, or frozen",,,
wpu028301,"Processed eggs (dried, frozen, or liquid)",,,
wpu02830111,"Processed eggs (dried, frozen, liquid, whole, etc.)",,,
wpu0284,Specialty canning,,,
wpu028401,Specialty canning,,,
wpu02840102,Canned dry beans,,,
wpu02840104,"Canned soups and stews, excluding frozen and seafood",,,
wpu02840105,Canned baby foods and other canned specialties/nationality foods,,,
wpu0285,Frozen specialty food,,,
wpu028501,Frozen specialty food,,,
wpu02850109,"Frozen cakes, pies, and other pastries",,,
wpu02850111,"Frozen dinners (beef, pork, and poultry pies) and nationality foods, incl. frozen pizza",,,
wpu02850113,"Other frozen specialties, incl. all whipped topping, waffles, soups, etc., excluding seafood",,,
wpu0286,"Prepared sauces, except tomato",,,
wpu028601,"Prepared sauces, excluding tomatobased sauces and sauces comprised of 20 percent or more meat",,,
wpu02860103,"Prepared sauces, excluding tomatobased sauces and sauces comprised of 20 percent or more meat",,,
wpu0289,Other miscellaneous processed foods,,,
wpu028901,Other miscellaneous processed foods,,,
wpu02890102,"Mayonnaise, salad dressings, and sandwich spreads",,,
wpu02890148,Dry mix food preparations,,,
wpu02890149,"Perishable nonfrozen prepared food, including tortillas",,,
wpu028901492,Perishable prepared foods,,,
wpu02890151,"Flavoring extracts, emulsions, liquid flavors, and food colorings",,,
wpu02890154,"Other flavoring agents, except chocolate syrup",,,
wpu028901541,"Flavoring syrups and fruit products for soft drinks & fountain, ice cream, & home beverage use",,,
wpu0289015411,"Soft drink flavoring syrup, sold in bulk",,,
wpu0289015412,Other flavoring agents (except chocolate syrups),,,
wpu02890156,"Table salt (evaporated), pepper (white and black), and other spices",,,
wpu028901566,Pepper and other spices in commercial sizes (1 lb or more),,,
wpu02890158,Peanut butter,,,
wpu02890161,Ice,,,
wpu02890162,Dairy product substitutes,,,
wpu028901621,"Dry, condensed, and evaporated dairy product substitutes",,,
wpu028901622,Liquid dairy product substitutes,,,
wpu02890171,"Desserts, readytomix",,,
wpu02890172,"Chips (potato, corn, etc.)",,,
wpu028901721,"Potato chips and sticks, plain and flavored",,,
wpu028901722,Corn chips and related products,,,
wpu028901723,"Other chips, sticks (hard pretzels, bacon rinds, popcorn (except candied), etc.)",,,
wpu02890174,Vinegar and cider,,,
wpu02890175,Other food preparations,,,
wpu029,Prepared animal feeds,,,
wpu0292,"Soybean cake, meal, and other byproducts",,,
wpu029201,"Soybean cake, meal, and byproducts",,,
wpu02920112,"Soybean cake, meal, and byproducts",,,
wpu029201121,Soybean cake and meal,,,
wpu029201122,"Other soybean products, including isolates and concentrates",,,
wpu0293,Formula feeds,,,
wpu029301,Formula feeds,,,
wpu02930102,"Chicken and turkey feed, supplements, concentrates, and premixes",,,
wpu02930110,"Dairy cattle feed, supplements, concentrates, and premixes",,,
wpu02930115,"Swine feed, supplements, concentrates, and premixes",,,
wpu02930117,"Beef cattle feed, supplements, concentrates, and premixes",,,
wpu02930118,"Poultry, exc. chicken and turkey, and livestock, exc. cattle and swine, feed",,,
wpu0294,Miscellaneous feedstuffs,,,
wpu029402,Pet food,,,
wpu02940202,Dog and cat food,,,
wpu029402021,Dog food,,,
wpu0294020211,Canned dog food,,,
wpu0294020214,Dry and semi moist dog food,,,
wpu029402022,Cat food,,,
wpu0294020224,Canned cat food,,,
wpu0294020225,Dry and semi moist cat food,,,
wpu02940203,"Pet (excluding dog and cat), laboratory, and fur animal feed",,,
wpu029403,Miscellaneous feedstuffs other than pet food,,,
wpu02940301,Meat meal and meat and bone meal,,,
wpu02940317,Wet process corn byproducts,,,
wpu02940325,"Other animal feeds, including fertilizer byproducts and feather",,,
wpu029403252,"Animal and marine feed and fertilizer byproducts, except meat and bone meal",,,
wpu029403253,"Other prepared animal feeds, including feeding materials and adjuncts",,,
wpu02940333,Miscellaneous byproducts of slaughtering plants,,,
wpu02940334,Distillers' dried grains (dark and light) and dried solubles,,,
wpu03,Textile products and apparel,,,
